,iteration,metric,value,index,hyperparameters
0,full_train_raw_first_shot,,0.3944,model_name_or_path,sentence-transformers/paraphrase-mpnet-base-v2
1,eval_raw_first_shot,,0.397285067873303,dataset,SetFit/sst5
2,full_train_trained_first_shot,,0.3772,train_dataset_size,5000
3,eval_trained_first_shot,,0.375565610859728,random_seed,222
4,data_selector,1,0.65,dataset_train_split,train
5,full_train_setfit_iteration,1,0.3966,dataset_test_split,test
6,cur_train_setfit_iteration,1,0.65,hypothesis_template,The sentiment in this text is {}.
7,full_train_first_shot_iteration,1,0.3612,multi_target_strategy,None
8,eval_first_shot_iteration,1,0.372398190045248,use_differentiable_head,False
9,eval_setfit_iteration,1,0.395927601809954,num_iterations,20
10,data_selector,2,0.6,num_setfit_iterations,2
11,full_train_setfit_iteration,2,0.4096,num_epochs,1
12,cur_train_setfit_iteration,2,0.6,samples_per_label,4
13,full_train_first_shot_iteration,2,0.3372,normalize_embeddings,False
14,eval_first_shot_iteration,2,0.353846153846153,selection_strategy,ic
15,eval_setfit_iteration,2,0.401809954751131,batch_size,8
16,data_selector,3,0.54375,var_samples_per_label,None
17,full_train_setfit_iteration,3,0.4048,var_selection_strategy,None
18,cur_train_setfit_iteration,3,0.54375,learning_rate,2e-05
19,full_train_first_shot_iteration,3,0.3262,body_learning_rate,1e-06
20,eval_first_shot_iteration,3,0.342081447963800,num_body_epochs,2
21,eval_setfit_iteration,3,0.407692307692307,freeze_head,False
22,,,,freeze_body,False
23,,,,train_first_shot,True
24,,,,allow_resampling,False
25,,,,growth_rate,2
26,,,,growth_threshold,0.05
27,,,,starting_n,8
28,,,,cluster_permissiveness,100.
