,iteration,metric,value,index,hyperparameters
0,full_train_raw_first_shot,,0.6796,model_name_or_path,sentence-transformers/paraphrase-mpnet-base-v2
1,eval_raw_first_shot,,0.669078947368421,dataset,SetFit/ag_news
2,data_selector,1,0.65625,train_dataset_size,5000
3,full_train_setfit_iteration,1,0.6382,random_seed,222
4,cur_train_setfit_iteration,1,0.65625,dataset_train_split,train
5,full_train_first_shot_iteration,1,0.719,dataset_test_split,test
6,eval_first_shot_iteration,1,0.704210526315789,hypothesis_template,{}
7,eval_setfit_iteration,1,0.637631578947368,multi_target_strategy,None
8,data_selector,2,0.78125,use_differentiable_head,False
9,full_train_setfit_iteration,2,0.6714,num_iterations,20
10,cur_train_setfit_iteration,2,0.78125,num_setfit_iterations,2
11,full_train_first_shot_iteration,2,0.7488,num_epochs,1
12,eval_first_shot_iteration,2,0.741315789473684,samples_per_label,4
13,eval_setfit_iteration,2,0.666184210526315,normalize_embeddings,False
14,data_selector,3,0.71875,selection_strategy,ic
15,full_train_setfit_iteration,3,0.6688,batch_size,8
16,cur_train_setfit_iteration,3,0.71875,var_samples_per_label,None
17,full_train_first_shot_iteration,3,0.72,var_selection_strategy,None
18,eval_first_shot_iteration,3,0.706710526315789,learning_rate,2e-05
19,eval_setfit_iteration,3,0.663947368421052,body_learning_rate,1e-06
20,data_selector,4,0.6953125,num_body_epochs,2
21,full_train_setfit_iteration,4,0.6754,freeze_head,False
22,cur_train_setfit_iteration,4,0.6953125,freeze_body,False
23,full_train_first_shot_iteration,4,0.675,train_first_shot,False
24,eval_first_shot_iteration,4,0.666447368421052,allow_resampling,False
25,eval_setfit_iteration,4,0.665394736842105,growth_rate,2
26,data_selector,5,0.689453125,growth_threshold,0.05
27,full_train_setfit_iteration,5,0.6524,starting_n,8
28,cur_train_setfit_iteration,5,0.689453125,cluster_permissiveness,100.
29,full_train_first_shot_iteration,5,0.6494,,
30,eval_first_shot_iteration,5,0.646447368421052,,
31,eval_setfit_iteration,5,0.650131578947368,,
